2016,1000,114.2,5,125,4
2015,1000,126.444444444444,18,126.444444444444,18
2014,1000,123.833333333333,18,123.833333333333,18
2013,1000,107.947368421053,19,107.947368421053,19
2016,1001,122.454545454545,22,122.454545454545,22
2015,1001,105,13,105,13
2014,1001,65.5555555555556,9,74.1428571428571,7
2013,1001,74.1538461538462,13,82.0909090909091,11
2016,1004,76.8461538461538,13,76.8461538461538,13
2015,1004,66.0833333333333,12,74.1,10
2014,1004,66.3333333333333,15,70.1428571428571,14
2016,1005,67.1875,16,70.9333333333333,15
2015,1005,55.1176470588235,17,56.1875,16
2014,1005,49.5555555555556,18,51.0588235294118,17
2013,1005,52.75,8,57.4285714285714,7
2016,1006,40.75,4,40.75,4
2013,1006,67.6666666666667,3,67.6666666666667,3
2016,1007,98.1363636363636,22,98.1363636363636,22
2015,1007,100.636363636364,22,100.636363636364,22
2014,1007,94.2,20,94.2,20
2013,1007,85.25,20,90.2777777777778,18
2016,1011,62.5384615384615,13,66.5833333333333,12
2015,1011,53.6666666666667,3,74,2
2014,1011,87.0714285714286,14,87.0714285714286,14
2013,1011,74.2307692307692,13,82.8181818181818,11
2015,1017,84.25,20,92.5,16
2014,1017,80.35,20,83,19
2013,1017,80.8421052631579,19,82.8235294117647,17
2016,102,69.75,8,69.75,8
2015,102,76.4285714285714,21,76.4285714285714,21
2014,102,74.5909090909091,22,74.5909090909091,22
2013,102,76.2857142857143,21,78.45,20
2015,1020,97.2857142857143,7,100.666666666667,6
2014,1020,98.3636363636364,22,100.714285714286,21
2013,1020,63.5454545454545,11,68.2,10
2016,1021,55.25,12,55.25,12
2015,1021,81.2272727272727,22,81.2272727272727,22
2014,1021,76.8636363636364,22,76.8636363636364,22
2013,1021,64.8,10,67.6666666666667,9
2014,1030,55.4285714285714,7,69,4
2013,1030,72.7058823529412,17,78.3333333333333,15
2016,1031,84.4545454545455,22,87.8571428571429,21
2015,1031,88.9285714285714,14,88.9285714285714,14
2014,1031,64.5,4,71.6666666666667,3
2013,1031,78.4545454545455,22,80.5238095238095,21
2016,1034,109.727272727273,22,109.727272727273,22
2015,1034,104.636363636364,22,104.636363636364,22
2014,1034,96.9047619047619,21,96.9047619047619,21
2013,1034,97,22,97,22
2016,1038,96.6363636363636,22,96.6363636363636,22
2015,1038,82.9,20,82.9,20
2014,1038,73.5454545454545,22,77.95,20
2013,1038,64.8666666666667,15,67.9285714285714,14
2015,1041,67.0555555555556,18,69.5294117647059,17
2014,1041,66.25,16,74.6923076923077,13
2013,1041,81.5238095238095,21,84.1,20
2016,1042,78.7058823529412,17,82.625,16
2015,1042,66,2,110,1
2016,1043,63.4,5,63.4,5
2015,1043,74.4,5,86.75,4
2014,1043,61.6666666666667,6,71.75,4
2013,1043,71.2,15,73.5714285714286,14
2014,1044,36.6666666666667,3,33,1
2015,1053,77.0476190476191,21,77.0476190476191,21
2014,1053,66.2941176470588,17,66.2941176470588,17
2013,1053,54.9,10,61.5,8
2016,1056,81.2777777777778,18,82.5882352941177,17
2015,1056,92.95,20,93.5263157894737,19
2014,1056,52.7142857142857,7,57.8333333333333,6
2013,1056,78.8,20,82.2777777777778,18
2016,1058,63.1428571428571,14,65,13
2015,1058,57.375,16,64.9090909090909,11
2014,1058,57.4615384615385,13,71,9
2013,1058,38.3333333333333,3,47.5,2
2016,1061,101.136363636364,22,101.136363636364,22
2015,1061,87.5294117647059,17,91.4375,16
2014,1061,86.5333333333333,15,86.5333333333333,15
2013,1061,79.2857142857143,21,82.6,20
2015,1062,42.5,2,42.5,2
2014,1062,55.3333333333333,6,55.3333333333333,6
2013,1062,60.5,2,60.5,2
2016,1063,73.1818181818182,22,73.1818181818182,22
2015,1063,81.6818181818182,22,81.6818181818182,22
2014,1063,72.2142857142857,14,72.2142857142857,14
2013,1063,55,13,57.6,10
2016,1064,69.8,5,69.8,5
2015,1064,39.5,2,39.5,2
2014,1064,67.1666666666667,6,67.1666666666667,6
2013,1064,56.6,10,66.625,8
2016,1066,64.7692307692308,13,73.1818181818182,11
2015,1066,58.6666666666667,6,65.8,5
2014,1066,63.4,5,63.4,5
2013,1066,57.0666666666667,15,63.6153846153846,13
2016,1067,91.5,12,91.5,12
2015,1067,90.5833333333333,12,97.2,10
2014,1067,70.6,20,75.3333333333333,18
2013,1067,72,19,77.4705882352941,17
2016,1068,67.1052631578947,19,69.3888888888889,18
2015,1068,62.2857142857143,21,62.2857142857143,21
2014,1068,68.5,12,68.9090909090909,11
2013,1068,75.8181818181818,22,77.2857142857143,21
2015,107,62.875,8,68.7142857142857,7
2013,107,57.25,4,58,3
2016,1072,91.0909090909091,22,91.0909090909091,22
2015,1072,58.25,20,60.8947368421053,19
2014,1072,65.0454545454545,22,67.0476190476191,21
2013,1072,63.7272727272727,22,63.7272727272727,22
2014,1075,73.3076923076923,13,80.1,10
2013,1075,80.7777777777778,18,89.4666666666667,15
2016,1078,80.3333333333333,3,80.3333333333333,3
2014,1078,76.5,2,76.5,2
2013,1078,80,20,80,20
2016,1079,84.6818181818182,22,84.6818181818182,22
2015,1079,79.4545454545455,22,79.4545454545455,22
2014,1079,63.6818181818182,22,63.6818181818182,22
2013,1079,64.8181818181818,22,64.8181818181818,22
2015,1080,66.0769230769231,13,69.1666666666667,12
2014,1080,74.4285714285714,7,78,6
2013,1080,45.4545454545455,11,55,8
2015,1081,90.6666666666667,3,90.6666666666667,3
2013,1081,75.7142857142857,7,89.6,5
2016,1088,71.5294117647059,17,71.5294117647059,17
2015,1088,54.7142857142857,14,58.9230769230769,13
2014,1088,59.8947368421053,19,63.4117647058824,17
