#TYPE System.Management.Automation.PSCustomObject
"Name","ID","Club","Position","age","Projected_2017","2012_FirstHalf","2012_SecondHalf","2013_FirstHalf","2013_SecondHalf","2014_FirstHalf","2014_SecondHalf","2015_FirstHalf","2015_SecondHalf","2016_FirstHalf","2016_SecondHalf"
"Matthew Suckling","610","Western Bulldogs","DEF","28","83.2","87","96.6363636363636",,,"70.8181818181818","96.2","81.9090909090909","78.3","77.375","89.8571428571429"
"Andrew Swallow","612","North Melbourne","MID","29","94.71428571","127.666666666667","119.6","99.5","118.363636363636","113.666666666667","87.3333333333333","111.2","97.2222222222222","90.6","98.4545454545455"
"Dale Thomas","622","Carlton","MID","29","80.11111111","96.3","110.285714285714",,"81.6","77","82.1",,"61.2","70.875","87.5"
"Lindsay Thomas","624","North Melbourne","FWD","28","63.61904762","70.5","77.125","60.2222222222222","78.5454545454545","70.5","62.1","55","68.7272727272727","66.5454545454545","60.4"
"Scott Thompson","625","Adelaide Crows","MID","33","93.14930138","107.75","122.1","96.9090909090909","107.181818181818","107.555555555556","99.6","102.909090909091","118.375","104.4","95.7"
"Kurt Tippett","639","Sydney Swans","RUC,FWD","29","92.21428571","71.625","92.3","91.9",,"64","103.333333333333","113.555555555556","75.7272727272727","48.3333333333333","104.181818181818"
"Travis Varcoe","655","Collingwood","FWD","28","67.23529412","12",,"64.375","44.3333333333333","62.7272727272727","73.7","77.7272727272727","76.3636363636364","72.0909090909091","58.3333333333333"
"Bernie Vince","656","Melbourne","DEF,MID","31","91.19636035","96.5","75.2857142857143","87.9090909090909","87.4","108.583333333333","92.4","106.727272727273","93.6","89.4545454545455","107.3"
"Jarrad Waite","659","North Melbourne","FWD","33","84.7235025","109.4","87.6666666666667","53","111.4","96.1111111111111","77.4285714285714","85.3","69.5","58","100"
"Jobe Watson","671","Essendon","MID","31","88.91312625","126.909090909091","136.090909090909","104.625","112.727272727273","95.5","127.5","66.5","101.3",,
"Sharrod Wellingham","676","West Coast Eagles","DEF","28","66.22222222","80.625","87.1111111111111","91.4285714285714","46.6666666666667","66.6","77.625","78.8","81.7272727272727","65.8181818181818","66.8571428571429"
"Daniel Wells","677","Collingwood","MID","31","93.72343503","94.4444444444444","96.7","94.5454545454545","94","80.5","76.6",,"45","102.555555555556","98.7777777777778"
"Justin Westhoff","683","Port Adelaide","FWD","30","91.27272727","89.8181818181818","79.9090909090909","93.6363636363636","103.4","102.833333333333","89.1","105.272727272727","92.4545454545455","85.2727272727273","97.2727272727273"
"Matt White","688","Port Adelaide","MID,FWD","29","62.27777778","60.4","18","63.2727272727273","50.4","77.2222222222222","83.2","59.1428571428571","64.2727272727273",,"24"
"Jesse White","689","Collingwood","FWD","29","79",,"62.6666666666667","69.1","86","57","64.8888888888889","75.5714285714286","68.6363636363636","80.7","76.1666666666667"
"Dennis Armfield","708","Carlton","FWD","30","68.06666667","74.7272727272727","60.2","59.0909090909091","58.4545454545455","29.3333333333333","67","65","57.75","66.6666666666667","70.1666666666667"
"Tom Bellchambers","715","Essendon","RUC","27","69.28684302","96.5714285714286","85.8888888888889","82.875","88.7","50","70.5",,"68",,
"Craig Bird","716","Essendon","MID","28","94.25048499","71.1818181818182","83.6363636363636","87.3636363636364","59.6666666666667","90.4","92.125","20","82.4","92.8","92.125"
"Kyle Cheney","723","Adelaide Crows","DEF","27","72.29730076","41","57.6666666666667","79.5","36.5","73.5","79.5714285714286","83","83.375","74","67.9090909090909"
"Trent Cotchin","729","Richmond","MID","26","112.0193971","133.090909090909","114.181818181818","106.75","102","111.5","111.1","99.6363636363636","105.4","105.454545454545","116.777777777778"
"Ed Curnow","730","Carlton","MID","27","114.798789","75.6666666666667","75.7777777777778","79.6363636363636","76.375","84.4","105.8","93.5833333333333","78.2","113.1","112.272727272727"
"Patrick Dangerfield","732","Geelong Cats","MID","26","136.978614","127.416666666667","116.1","120.888888888889","114","104.083333333333","118.4","125.181818181818","125.9","146.909090909091","123.454545454545"
"Ryan Davis","734","Gold Coast Suns","FWD","27","66.17644294",,,,,,,,,"69.2727272727273","59"
"Brad Ebert","738","Port Adelaide","MID","26","86.70881807","94.9090909090909","115.818181818182","107.666666666667","101.3","95.5","111.1","91.8181818181818","119.909090909091","84.5","86.5454545454545"
"Jarrad Grant","743","Gold Coast Suns","FWD","27","61.29220728","70.6666666666667","63.8571428571429","76.5",,"54.25",,"67.9166666666667","57.3333333333333","55","68.4"
"Levi Greenwood","744","Collingwood","MID,FWD","27","83.26066009","23","56.25","95.5",,"106.8","106","87.25",,"82.8","80.7272727272727"
"Pearce Hanley","748","Gold Coast Suns","MID","28","86.22727273","94.1666666666667","92.9","83.8181818181818","94.8888888888889","112.083333333333","93","89.5","87","81.8181818181818","90.6363636363636"
"Lachie Henderson","751","Geelong Cats","DEF","27","87.00480206","63.5","73","83","83.1818181818182","86.8571428571429","68.1","68.1111111111111","65.7142857142857","84.5","86.1"
"Cale Hooker","754","Essendon","DEF,FWD","28","96.40909091","78.1111111111111","81.125","99.0909090909091","86.5454545454545","82.3333333333333","107.5","92.0909090909091","100.727272727273",,
"Matthew Kreuzer","759","Carlton","RUC","27","82.77545811","95.1","89","113.5","87.25",,"66","95.9166666666667","84","85.2727272727273","76.8"
"Jeremy Laidler","760","Sydney Swans","DEF","27","63.72194952",,"67.5",,"44","56.8","62.4444444444444","69.2","64.3636363636364","45.5","65.6363636363636"
"Matthew Lobbe","761","Port Adelaide","RUC","27","79.47608464","75.6666666666667",,"99.1666666666667","65.4285714285714","106.5","92.2222222222222","80.3333333333333","98.375","75.6666666666667","79.4"
"Stefan Martin","765","Brisbane Lions","RUC","30","102.2","99.6","49.5","38","56","118.916666666667",,"129.4","116","110.555555555556","95.3636363636364"
"Chris Masten","766","West Coast Eagles","MID","27","75.19660316","84.5","88.4","103.666666666667","105.7","87.75","93.2222222222222","79.4444444444444","96.1818181818182","77.5454545454545","69.2222222222222"
"Chris Mayne","767","Collingwood","FWD","28","81.86363636","85.3","87.7272727272727","100","93.9","84.75","63.7777777777778","93.2","85.5","84.0909090909091","79.6363636363636"
"Ben McEvoy","769","Hawthorn","RUC","27","81.51393296","117.181818181818","93","81.7272727272727","100.363636363636","97.4","96.1428571428571","114.444444444444","63.5","72.1","87.1818181818182"
"Shane Mumford","780","GWS Giants","RUC","30","101.8095238","103","81.75","111.666666666667","81.2","103.666666666667","114.4",,"108.181818181818","102.6","101.090909090909"
"Rhys Palmer","788","Carlton","FWD","27","68.82369567","79.875","78.5714285714286","45","82.3333333333333","77.5","64.6","73.6","74.25","63","68.5555555555556"
"Alex Rance","794","Richmond","DEF","27","107.0889294","91.4545454545455","104.272727272727","97.8333333333333","97.7","96.4166666666667","94.6","102.75","94.4","110.909090909091","98"
"Cyril Rioli","796","Hawthorn","FWD","27","97.92397473","110.222222222222","95.5454545454545","65.5","112.8","87.25","95.8571428571429","94.2","86.2","97.6666666666667","94.7"
"Dawson Simpson","804","GWS Giants","RUC","27","50.69147706","35.5",,"84",,"65","53","47","50.6666666666667",,
"Jake Spencer","808","Melbourne","RUC","27","81.95061475","70.375",,"86","62",,"73.6","46","106.25",,
"Jack Steven","809","St Kilda","MID","26","115.1467837","86.1","101.363636363636","115.090909090909","102.272727272727","91.2","95.5714285714286","109.636363636364","115.636363636364","106","121.272727272727"
"Robbie Tarrant","813","North Melbourne","DEF","27","94.29679972","68.75","46.6666666666667","54.8","47.6666666666667","10",,"71","72.1111111111111","101","84.0909090909091"
"Harry Taylor","814","Geelong Cats","DEF","30","84.40909091","91.2","100.545454545455","100.818181818182","105","99.1818181818182","79.6","84.2","96.3636363636364","90","78.8181818181818"
"Scott Thompson","816","North Melbourne","DEF","30","75.05263158","96.5","94.2","98.375","106.181818181818","81.75","95.8888888888889","75.6","77.4545454545455","61.7777777777778","87"
"Taylor Walker","820","Adelaide Crows","FWD","26","81.30459569","102.75","92.5",,"65.2","74.75","82","78.2727272727273","82.7","78.5","81.8181818181818"
"Callan Ward","822","GWS Giants","MID","26","116.8509561","112.5","112.7","112.3","108.363636363636","116.7","122.6","109.909090909091","121.636363636364","107.727272727273","122.909090909091"
"Easton Wood","830","Western Bulldogs","DEF","27","86.41750549","72.2857142857143","58.1428571428571","54","-5","72.25","71.6","89.3333333333333","93.5555555555556","86","83.625"
"Hayden Ballantyne","836","Fremantle","FWD","29","65.15","82.9","76.8888888888889","79.4444444444444","66.4444444444444","82.7","67","42.25","61.4444444444444","69.6666666666667","61.4545454545455"
"Jarryd Blair","843","Collingwood","FWD","26","75.17659352","102.4","88.6","71.3","91.0909090909091","78.5","75.7777777777778","64.3","91.1","70.4","77.6363636363636"
"Luke Breust","847","Hawthorn","FWD","26","86.08373553","89.7272727272727","82.9","79.6666666666667","87.1","79.25","99.9","88.0909090909091","83","82.2727272727273","87.6363636363636"
"Matthew Broadbent","848","Port Adelaide","DEF,MID","26","91.24450472","81.3636363636364","94.4545454545455","88.75","68.1","83.9166666666667","84.3","82","82.4","93.3636363636364","86.4"
"Zac Clarke","855","Fremantle","RUC","26","64.61683206","72.75","81.7","100.909090909091","111.333333333333","83","79.5714285714286","49.3333333333333","72.2","72.375","50"
"Phil Davis","861","GWS Giants","DEF","26","73.70363818","81.5833333333333","77.4","66.375","68.6","76","35","56.3333333333333","76.4444444444444","67.2727272727273","80.25"
"Jeff Garlett","869","Melbourne","FWD","27","60.95563957","74.1818181818182","61.8181818181818","56.7777777777778","95.9090909090909","72","48","65.0909090909091","68.3636363636364","60.125","59.5555555555556"
"Dan Hannebery","875","Sydney Swans","MID","25","118.4366493","79.1818181818182","90.2727272727273","87.7","104","102.333333333333","110.6","121.181818181818","113.272727272727","110.545454545455","122.636363636364"
"Hamish Hartlett","876","Port Adelaide","DEF,MID","26","88.2914832","73.5","101.909090909091","92.7","83.7","97.6363636363636","100.75","109.909090909091","103.090909090909","73.3333333333333","96.3333333333333"
"Ricky Henderson","879","Hawthorn","DEF,MID","28","85.44444444","60.5","61.75","98.125","76","65",,"83.2222222222222","79.6666666666667","84.5","86.2"
"Stephen Hill","881","Fremantle","MID","26","96.06970327","82","69.8181818181818","81.5","83.5","86.1111111111111","94.4444444444444","99.3","91.7272727272727","99.9090909090909","89.2"
"Taylor Hunt","883","Richmond","DEF","26","78.44069843","60","75.2","50.8571428571429","71.8571428571429",,"67.8571428571429","72.8333333333333","67.1","82.3636363636364","68.3333333333333"
"Michael Hurley","884","Essendon","DEF","26","103.3557531","78.375","62.75","72.375","61.625","96.8181818181818","82.8888888888889","103.25","101.090909090909",,
"Neville Jetta","885","Melbourne","DEF","26","79.37451626","52.5",,"83","48","79","55.2","56.3333333333333","58","75.1818181818182","81.8"
"Liam Jones","888","Carlton","FWD","25","62.09266437","40.75","52.375","55.8888888888889","55.8","63.3333333333333","54.5714285714286","22","52.75","61","61.2"
"Tom Lynch","897","Adelaide Crows","FWD","26","95.10466356","55.5","57","86.4444444444444","94.625","74.4","50","93.5454545454545","80.5","93.6363636363636","94.1"
"Steven Motlop","906","Geelong Cats","FWD","25","81.1279504","53.4545454545455","71.1","72.7272727272727","78.4","86.5454545454545","48.5","87.4","83.2","84.1818181818182","75.5454545454545"
"Nic Naitanui","909","West Coast Eagles","RUC","26","103.9637281","111.583333333333","101.875","92.2","98.3333333333333","105.2","76.2","110.333333333333","104.909090909091","86","108.636363636364"
"Liam Picken","915","Western Bulldogs","MID","30","89.86363636","80.5","78.1","70.5","69.7","78.75","85.8","115.272727272727","106.888888888889","88.0909090909091","91.6363636363636"
"Jack Redden","919","West Coast Eagles","MID","26","70.32244377","119.833333333333","114.4","103.166666666667","113.5","116.75","115.4","106.6","102.428571428571","57.5","73.7272727272727"
"Daniel Rich","922","Brisbane Lions","DEF,MID","26","94.09137187","93","98.1","84","76.25",,"77.6666666666667","75.0909090909091","91.2","93","92.7"
"Mitch Robinson","923","Brisbane Lions","MID","27","96.45815401","90","106.545454545455","89.75","85.0909090909091","108.4","80.2857142857143","116.727272727273","79.8","92.9090909090909","96.6"
"Tom Rockliff","924","Brisbane Lions","MID","26","124.3368518","91.5833333333333","110","113.416666666667","105.666666666667","148.6","139","133.888888888889","78.8571428571429","133.363636363636","103.166666666667"
"Jordan Roughead","925","Western Bulldogs","RUC","26","82.60739929","74.8888888888889","69.8888888888889","81.1666666666667","68.8","64.6","69.6","67","77.7","83.3","79.9090909090909"
"Shane Savage","928","St Kilda","DEF","26","87.33609388","54.1428571428571","63","85.5454545454545","44","93.25","50.5","83.7","69.1","74","97.2727272727273"
"Liam Shiels","931","Hawthorn","MID","25","82.15532485","81.3","81.4444444444444","48.75","72.1","90.9166666666667","103.5","111.363636363636","92.7142857142857","75.2857142857143","85.2222222222222"
"Luke Shuey","932","West Coast Eagles","MID","26","119.3841854","107.7","126.666666666667","79","104.727272727273","116.454545454545","98.2222222222222","108.545454545455","107.454545454545","124.909090909091","110.727272727273"
"Steele Sidebottom","934","Collingwood","MID","26","114.0966451","96.9","127.090909090909","106.181818181818","101.272727272727","122.555555555556","109.7","109.727272727273","105.8","107.454545454545","118.888888888889"
"Rory Sloane","939","Adelaide Crows","MID","26","120.388704","96.3636363636364","115.4","115.2","106.545454545455","126.833333333333","123.5","115.222222222222","102","120.1","117.636363636364"
"Rhys Stanley","944","Geelong Cats","RUC,FWD","26","68.9038354","57.5","71.125","40.4285714285714","64.3636363636364","79.5555555555556","71.2",,"69.125","68.5","67.4444444444444"
"Nick Suban","949","Fremantle","MID","26","66.47193532","56.8571428571429","58.2","81.6666666666667","73.7","75.7272727272727","58.7777777777778","69.4545454545455","59","63.8333333333333","66.7777777777778"
"Jackson Trengove","953","Port Adelaide","DEF,RUC","26","85.55077042","61.1","88.7","60.1","60.8","61.7142857142857","72.7","58.2857142857143","64.375","93.7272727272727","74.2"
"Ty Vickery","957","Hawthorn","FWD","26","59.66499933",,"53.5555555555556","88.5454545454545","64.4444444444444","80.8","67.4285714285714","79.9","60","55","61"
"Michael Walters","958","Fremantle","FWD","26","89.03149319","72.25",,"91.2","89.375","83","73.3333333333333","90.1111111111111","69.1818181818182","77.0909090909091","98.6363636363636"
"Jack Watts","959","Melbourne","FWD","25","88.93137876","81.6666666666667","89.4444444444444","83.6363636363636","64","73.9166666666667","79.1","81.2","67","91.6363636363636","83.4545454545455"
"Sam Wright","962","North Melbourne","DEF","26","70.04378856","83.3636363636364","74.3333333333333","61.6666666666667","48.2","79.4444444444444","40.3333333333333","78.9","84.7272727272727",,"69.125"
"David Zaharakis","965","Essendon","MID","26","98.96482241","57.3333333333333","102","77.7","90.7272727272727","103.333333333333","90.2","78.5","76.5","92.8","102.090909090909"
"Jack Ziebell","966","North Melbourne","MID","25","107.3086834","89.375","88.375","111.444444444444","101.222222222222","96.1","86","102.3","96.4545454545455","100.818181818182","110.454545454545"
"David Astbury","968","Richmond","DEF","25","79.28827577","43",,"56.6",,,"75.25",,"59.5","81.1818181818182","73.75"
"Michael Barlow","969","Gold Coast Suns","MID","29","107.4615385","107.181818181818","93.1818181818182","112.909090909091","116.6","117.454545454545","119.333333333333","100.545454545455","91","120.5","101.666666666667"
"Ryan Bastinac","972","Brisbane Lions","MID","25","86.7150204","80.25","72.2","105.090909090909","82.4545454545455","81.3333333333333","78.2","71.4285714285714","72.5","85.0909090909091","85.6363636363636"
"Aaron Black","974","Geelong Cats","FWD","26","38.84284838","24","52.5","69.4545454545455","87.5714285714286","53.9166666666667","67.1","46","23",,
"Jake Carlisle","979","St Kilda","DEF,FWD","25","77.26290392","66.8888888888889","74.7777777777778","76.9090909090909","94.9","90.8888888888889","68.3","87.7142857142857","67.9",,
"Levi Casboult","981","Carlton","FWD","26","56.59234128","67.1666666666667",,"66.3333333333333","50.5","70.6666666666667","72.8571428571429","59.25","73.875","54.6","57.1"
"Allen Christensen","982","Brisbane Lions","MID,FWD","25","78.49602486","79.1111111111111","84.7142857142857","110.714285714286","94.2727272727273","93.875",,"97.25","83.9",,"77.2727272727273"
"Travis Colyer","983","Essendon","FWD","25","72.49338766","75","41.5","62.4","34.5","73.9","77",,"71.3636363636364",,
"Stewart Crameri","987","Western Bulldogs","FWD","28","74.17647059","56","79.3636363636364","70.1666666666667","74.6","62.4166666666667","75.6","85.125","64.4444444444444",,
"Ben Cunnington","989","North Melbourne","MID","25","90.65081549","91.2222222222222","78.2","102.666666666667","102.090909090909","92.4166666666667","110.3","106.9","96.2727272727273","81.9","95.9090909090909"
"Majak Daw","992","North Melbourne","RUC,FWD","25","73.64774098",,,,"51.6666666666667","40.3333333333333","63.8","78.5",,"61.8333333333333","104.5"
"Matt Dea","993","Essendon","DEF","25","89.00613688","52.875","53.3333333333333","28","71","60","66",,,"89.5","85.9090909090909"
