#TYPE System.Management.Automation.PSCustomObject
"Name","ID","Club","Position","age","Projected_2017","2012_SecondHalf","2013_SecondHalf","2014_SecondHalf","2015_SecondHalf","2016_SecondHalf"
"Tom Hickey","1151","St Kilda","RUC","25","91.17082417","61.6","56.4166666666667","91.8333333333333","66.6363636363636","89.75"
"George Horlin-Smith","1154","Geelong Cats","MID","24","59.42527925","44","65","74.2105263157895","58.7142857142857","43"
"Jeremy Howe","1155","Collingwood","DEF","26","100.8731884","85.9090909090909","79.0476190476191","90","76.4090909090909","99.55"
"Josh Jenkins","1161","Adelaide Crows","FWD","27","94.48205866","69","72.2941176470588","73.3","71.2631578947368","92.7272727272727"
"Jason Johannisen","1162","Western Bulldogs","DEF","24","100.5881014","61","63.7692307692308","66.7272727272727","79.55","99.3846153846154"
"Tom Jonas","1166","Port Adelaide","DEF","26","70.48006693","53.3333333333333","52.8947368421053","71.9473684210526","63.8235294117647","69.5555555555556"
"Jed Lamb","1170","Carlton","FWD","24","57.35286481",,"46.3333333333333","52.875","45","56.6666666666667"
"Will Langford","1171","Hawthorn","MID","24","77.38744021",,"7","74.8125","80.25","76.4615384615385"
"Ryan Lester","1174","Brisbane Lions","FWD","24","60.56675599","64.8421052631579","74.5625","90.4285714285714","69","59.8421052631579"
"Tom Liberatore","1175","Western Bulldogs","MID","24","95.67410423","91.8235294117647","120.545454545455","120.636363636364",,"94.5294117647059"
"Scott Lycett","1179","West Coast Eagles","RUC,FWD","24","96.60584023","42.5","60.7142857142857","84","78.3333333333333","95.45"
"Thomas Lynch","1180","Gold Coast Suns","FWD","24","98.72666943","74","67","84.0909090909091","90.05","97.5454545454545"
"Jarryd Lyons","1181","Gold Coast Suns","MID","24","99.24294745","36.3333333333333","70","63.7","48.1666666666667","98.0555555555556"
"Brandon Matera","1187","Gold Coast Suns","FWD","24","64.35824933","68.5882352941177","65.6","73.125","71.4736842105263","63.5882352941176"
"Steven May","1188","Gold Coast Suns","DEF","25","95.42835078","68.625","59.9411764705882","83.5263157894737","79.7777777777778","93.9411764705882"
"Tom McDonald","1190","Melbourne","DEF","24","103.0051318","80.55","81.5882352941177","79.2857142857143","103.863636363636","101.772727272727"
"Jeremy McGovern","1191","West Coast Eagles","DEF","24","92.15014918",,,"80.9230769230769","81.0588235294118","91.0476190476191"
"Aaron Mullett","1200","North Melbourne","DEF","24","64.12435852","57.6666666666667","80.5454545454545","64.2352941176471","36.5","63.3571428571429"
"Tom Nicholls","1203","Gold Coast Suns","RUC","24","94.19364621",,"93.75","71.8333333333333","88.4","93.0666666666667"
"Luke Parker","1207","Sydney Swans","MID","24","124.8574934","72.5625","91.9545454545455","113.590909090909","108.421052631579","123.363636363636"
"Cameron Pedersen","1209","Melbourne","FWD","29","68.11111111","63","74.9","82.2631578947368","75.5714285714286","68.1111111111111"
"Jared Polec","1213","Port Adelaide","MID","24","79.1231391","60.8333333333333","40","83.1904761904762","74.4","78.1764705882353"
"Dion Prestia","1214","Richmond","MID","24","99.33130619","80.8571428571429","107.55","110.727272727273","107.375","98.1428571428571"
"Paul Puopolo","1215","Hawthorn","FWD","29","79.55","59.6111111111111","82.1578947368421","79.9545454545455","77.2631578947368","79.55"
"Paul Seedsman","1225","Adelaide Crows","MID","25","82.25075554","52.1818181818182","86.375","69.8888888888889","64.1666666666667","81.2666666666667"
"Matt Shaw","1226","Gold Coast Suns","MID","24","76.4531854","60.9473684210526","79","64.9","68.2","75.5384615384615"
"Billie Smedts","1229","Carlton","MID,FWD","24","42.50859392","49.7857142857143","60.3846153846154","41.3333333333333","42","64"
"Brodie Smith","1230","Adelaide Crows","DEF","25","83.08936045","71.2631578947368","81.1666666666667","96.8636363636364","78.3684210526316","82.0952380952381"
"Isaac Smith","1231","Hawthorn","MID,FWD","28","87.63636364","80","90.2380952380952","98.8571428571429","97.9523809523809","87.6363636363636"
"Zac Smith","1232","Geelong Cats","RUC","26","81.98012348","70.8125","75","73.1","84.5454545454545","80.9047619047619"
"David Swallow","1237","Gold Coast Suns","MID","24","96.99381548","81.3333333333333","78.5555555555556","103.545454545455","95.8333333333333",
"Rory Thompson","1240","Gold Coast Suns","DEF","25","65.66621239","72.4","80.3809523809524","64.2105263157895","48.3333333333333","64.6428571428571"
"Josh Walker","1246","Brisbane Lions","FWD","24","60.6633059","46.1428571428571","56","57.8","56.5625","59.9375"
"Mitch Wallis","1247","Western Bulldogs","MID,FWD","24","92.16148934","100.421052631579","78.5555555555556","64.7692307692308","104.894736842105","91.0588235294118"
"Maverick Weller","1251","St Kilda","FWD","24","80.96875032","58.6923076923077","69","66.25","79.75","80"
"Aaron Young","1254","Port Adelaide","FWD","24","83.76410003","41.5833333333333","61.3333333333333","48.2142857142857","53.4545454545455","82.7619047619048"
"Taylor Adams","1256","Collingwood","DEF,MID","23","118.7852744","81.1333333333333","84.125","76.9166666666667","100.5","113.714285714286"
"Brendon Ah Chee","1257","Port Adelaide","MID,FWD","23","75.49566609",,,,"62.2727272727273","72.2727272727273"
"Mark Baguley","1261","Essendon","DEF","29","91","73.4285714285714","80.8095238095238","91.0952380952381","87.8636363636364","91"
"Tom Bell","1262","Brisbane Lions","FWD","25","69.29417993","73.1428571428571","59.7142857142857","70","91.5","68.2142857142857"
"Shane Biggs","1264","Western Bulldogs","DEF","25","79.9735971",,"72","66","80.3333333333333","78.7272727272727"
"Mark Blicavs","1266","Geelong Cats","MID","25","98.8588172",,"73.1052631578947","73.5714285714286","114.857142857143","97.3181818181818"
"Luke Brown","1270","Adelaide Crows","DEF","24","78.74210969","33","66.4285714285714","60","58.3333333333333","77.8"
"Josh Bruce","1271","St Kilda","FWD","24","66.10914444","61.6666666666667","59.1818181818182","55.6","73.1363636363636","65.3181818181818"
"Dylan Buckley","1272","Carlton","FWD","23","59.54186495",,"27","62.75","62.1111111111111","57"
"Tomas Bugg","1273","Melbourne","MID","23","81.65244054","75.8888888888889","62.5","69.4705882352941","64.875","78.1666666666667"
"Matt Buntine","1274","GWS Giants","DEF","23","58.75841936","53.3333333333333","73.3333333333333","79.7142857142857","65.7272727272727","56.25"
"Jeremy Cameron","1276","GWS Giants","FWD","23","73.00552253","68.375","73.7619047619048","58.0714285714286","74.8636363636364","69.8888888888889"
"Tom Campbell","1277","Western Bulldogs","RUC","25","90.40895099","55.8571428571429","60","54.8571428571429","70","89"
"Stephen Coniglio","1280","GWS Giants","MID","23","117.2929971","82.1666666666667","79.3888888888889","88.0714285714286","96.2222222222222","112.285714285714"
"Jack Crisp","1283","Collingwood","MID","23","93.44369236","51.4","52","91.1666666666667","98.8181818181818","89.4545454545455"
"Hayden Crozier","1284","Fremantle","DEF","23","86.37487646","42.3333333333333","66.3333333333333","60.7777777777778","42","82.6875"
"Harry Cunningham","1285","Sydney Swans","DEF,FWD","23","67.43435388","15","20.3333333333333","66.7272727272727","72.1052631578947","64.5555555555556"
"Tory Dickson","1292","Western Bulldogs","FWD","29","68.22222222","73","78.6923076923077","46","78.7727272727273","68.2222222222222"
"Sam Docherty","1293","Carlton","DEF","23","121.7901783",,"57.0769230769231","87.1875","92.5789473684211","116.590909090909"
"Tom Downie","1295","GWS Giants","RUC,FWD","23","64.76483556",,"25",,"62","52"
"Jamie Elliott","1299","Collingwood","FWD","24","82.08207064","62.9230769230769","72","88.5882352941177","81.1",
"Brandon Ellis","1300","Richmond","MID","23","96.62495629","60","87.6","101.090909090909","103","92.5"
"Sam Frost","1306","Melbourne","DEF","23","58.69313223","74.3333333333333","45","63.25","38.3333333333333","56.1875"
"Sam Gibson","1308","North Melbourne","MID","30","95.45454545","89.5833333333333","82.1363636363636","101.454545454545","71.7727272727273","95.4545454545455"
"Toby Greene","1310","GWS Giants","FWD","23","96.84879788","102.947368421053","77.8947368421053","111.533333333333","87.5454545454545","92.7142857142857"
"Aaron Hall","1314","Gold Coast Suns","MID","26","109.3162924","61.625","66.0454545454545","58.6875","81.5333333333333","107.882352941176"
"Joel Hamling","1316","Fremantle","DEF","23","64.6342613",,,,"63.2","61.875"
"Curtly Hampton","1317","Adelaide Crows","DEF","23","53.0653814","56.8823529411765","71.5555555555556","77.1818181818182","50.8",
"Nick Haynes","1319","GWS Giants","DEF","24","96.59318886","43.25","69.4545454545455","80.625","72.6470588235294","95.4375"
"Bradley Hill","1321","Fremantle","MID,FWD","23","67.49238688","32.6","61.3809523809524","72.1052631578947","70.55","64.6111111111111"
"Jack Hombsch","1322","Port Adelaide","DEF","23","83.77644858","76.5555555555556","87.3333333333333","73.0476190476191","76.6363636363636","80.2"
"Lin Jong","1326","Western Bulldogs","MID,FWD","23","89.62617567","65.75",,"62.5","69.8333333333333","85.8"
"Adam Kennedy","1330","GWS Giants","DEF","24","59.37708357","61.2666666666667","59.6315789473684","69.1","66.7142857142857","58.6666666666667"
"Sam Kerridge","1331","Carlton","MID","23","86.25362893","11","73.9090909090909","55.2857142857143","17","82.5714285714286"
"Shane Kersten","1332","Fremantle","FWD","23","69.49623246",,,"40.7777777777778","45.6363636363636","66.5294117647059"
"Rory Laird","1333","Adelaide Crows","DEF","23","114.352333",,"83.2777777777778","65.9375","100.095238095238","109.470588235294"
"Billy Longer","1338","St Kilda","RUC","23","85.13442094","64.6","49.5","67.8125","81.5",
"Jackson Merrett","1348","Essendon","MID,FWD","23","73.97625646","36","51.3076923076923","66.0714285714286","61.0666666666667","70.8181818181818"
"Anthony Miles","1351","Richmond","MID","24","102.8090054","82.2857142857143","68","110.333333333333","106.727272727273","101.578947368421"
"Darren Minchington","1352","St Kilda","FWD","23","64.3630686",,"50","54","46","61.6153846153846"
"Tom Mitchell","1353","Hawthorn","MID","23","113.1960176",,"95.8333333333333","95.3333333333333","111.235294117647","108.363636363636"
"Steven Morris","1356","Richmond","DEF","28","55.125","69","51.7142857142857","54","45.4285714285714","55.125"
"Jordan Murdoch","1357","Geelong Cats","FWD","24","69.4307034","73.5714285714286","57.9","67.4285714285714","72.0555555555556","68.6"
"Lachie Neale","1358","Fremantle","MID","23","134.8001232","46.0909090909091","88","89.1428571428571","117.863636363636","129.045454545455"
"Jack Newnes","1361","St Kilda","MID","23","98.99903383","58.8571428571429","59.2222222222222","87.4090909090909","91.7727272727273","94.7727272727273"
"Jonathon Patton","1367","GWS Giants","FWD","23","73.86772719","44.2857142857143","52.6666666666667","69.3684210526316","49.6666666666667","70.7142857142857"
"Andrew Phillips","1369","Carlton","RUC","25","57.45793585","54.4444444444444",,"47","59","56.5625"
"Jack Redpath","1370","Western Bulldogs","FWD","26","69.71446875",,,"38","63.7272727272727","68.8"
"Sebastian Ross","1372","St Kilda","MID","23","107.3083052","63","58","64.9230769230769","75.6","102.727272727273"
"Sam Rowe","1373","Carlton","DEF","29","57.45454545",,"63.5","71.3333333333333","70.45","57.4545454545455"
"Alex Sexton","1379","Gold Coast Suns","MID","23","69.81370715","39.6666666666667","36.25","36.2142857142857","51.4615384615385","66.8333333333333"
"Tommy Sheridan","1382","Fremantle","DEF","23","74.41489555","23","57.2222222222222","46.75","65.0588235294118","71.2380952380952"
"Dylan Shiel","1384","GWS Giants","MID","23","110.9756898","80.3333333333333","78.3809523809524","98.4705882352941","104.642857142857","106.238095238095"
"Clay Smith","1385","Western Bulldogs","FWD","23","70.68420226","62.3125","74.9285714285714","51","41.3333333333333","67.6666666666667"
"Devon Smith","1386","GWS Giants","FWD","23","88.52935184","68.35","77.4444444444444","97.4761904761905","87.6","84.75"
"Lee Spurr","1388","Fremantle","DEF","29","85.31818182","76.7272727272727","80.7","80.3636363636364","78.2","85.3181818181818"
"Cameron Sutcliffe","1392","Fremantle","DEF","24","81.02201924","52","51.125","71.1818181818182","66.5789473684211","80.0526315789474"
"Michael Talia","1394","Sydney Swans","DEF","23","81.77679698","68.75","77.8888888888889","45","78.2857142857143","57"
"Adam Tomlinson","1395","GWS Giants","DEF","23","62.06630075","55.7777777777778","77.5882352941177","77.8421052631579","71.125","59.4166666666667"
"Adam Treloar","1397","Collingwood","MID","23","126.585815","88.7777777777778","96.3","114.4","113.809523809524","121.181818181818"
"Dom Tyson","1401","Melbourne","MID","23","105.0563232","64.2","53","100.045454545455","87.7333333333333","100.571428571429"
"Jimmy Webster","1406","St Kilda","DEF","23","73.97625646",,"55.1818181818182","65.7272727272727","68.4705882352941","70.8181818181818"
"Marley Williams","1409","North Melbourne","DEF","23","63.34038904","55.6666666666667","81.6666666666667","76.6","87.25","60.6363636363636"
"Nathan Wilson","1410","GWS Giants","DEF","24","76.44089257","36.7777777777778","36","50.5","54.6153846153846","75.5263157894737"
"Chad Wingard","1412","Port Adelaide","FWD","23","80.02751635","53.8421052631579","93.2727272727273","81.1428571428571","95.8181818181818","76.6111111111111"
"Elliot Yeo","1418","West Coast Eagles","MID,FWD","23","87.03118395","57.875","69.0526315789474","72.7692307692308","90.7619047619048","83.3157894736842"
"Dayne Zorko","1419","Brisbane Lions","MID","27","120.2839973","102.8125","80.1363636363636","93.4285714285714","97.3181818181818","118.05"
"Rory Atkins","1422","Adelaide Crows","MID","22","77.70824416",,,,"55.8571428571429","77.5909090909091"
"Kaiden Brand","1426","Hawthorn","DEF","22","62.73108404",,,,,"62.6363636363636"
"Tom Clurey","1432","Port Adelaide","DEF","22","60.64712931",,,"34","55.25","60.5555555555556"
"Brad Crouch","1436","Adelaide Crows","MID","23","93.14063711",,"97.0714285714286","102.636363636364",,"93"
"Joe Daniher","1438","Essendon","FWD","22","77.93586058",,"58.4","62.7","63.0454545454545","77.8181818181818"
"Jack Frost","1443","Brisbane Lions","DEF","24","67.40648464",,"55","58.5454545454545","49.7","66.6"
"Martin Gleeson","1445","Essendon","DEF","22","75.56409753",,,"62","63.3636363636364","75.45"
"Nick Graham","1447","Carlton","MID,FWD","22","80.95557168",,"49","56.75","86.6666666666667","80.8333333333333"
"Brodie Grundy","1449","Collingwood","RUC","22","110.6909466",,"75.6666666666667","63.6","99.5263157894737","110.52380952381"
"Kyle Hartigan","1452","Adelaide Crows","DEF","25","68.73789158",,"81","68.2857142857143","50","67.6666666666667"
"Lachie Hunter","1458","Western Bulldogs","MID","22","107.8446576",,"55.2222222222222","65.1428571428571","80.5833333333333","107.681818181818"
"Mark Hutchings","1459","West Coast Eagles","MID","25","75.2312421",,"104.777777777778","80.8125","79.9","74.0588235294118"
"Brandon Jack","1460","Sydney Swans","MID,FWD","22","53.19142717",,"37.7777777777778","34.125","53.1111111111111",
"Kristian Jaksch","1461","Carlton","DEF,FWD","22","55.41700989",,"37.5","51.8","55.3333333333333","44"
"Ben Kennedy","1463","Melbourne","FWD","22","69.57171604",,"47.6666666666667","49.375","40","69.4666666666667"
"Dean Kent","1464","Melbourne","FWD","22","70.35623395",,"43.9333333333333","55","37.75","70.25"
"Jake Lloyd","1467","Sydney Swans","DEF,MID","23","93.77606322",,,"65.7222222222222","72.4","89.7727272727273"
"Jesse Lonergan","1468","Gold Coast Suns","MID","22","73.51099746",,"54","52.2222222222222","67.5","73.4"
"Jack Macrae","1469","Western Bulldogs","MID,FWD","22","105.6595399",,"70.2307692307692","110.904761904762","111.4","105.5"
"Sam Mayes","1472","Brisbane Lions","DEF","22","77.73642524",,"76.4444444444444","74.1428571428571","64.9285714285714","77.6190476190476"
"Tim Membrey","1477","St Kilda","FWD","22","80.23880313",,,"49","57.5833333333333","80.1176470588235"
"Troy Menzel","1478","Adelaide Crows","FWD","22","51.22019675",,"49.3333333333333","54.2105263157895","51.1428571428571",
"Sam Naismith","1482","Sydney Swans","RUC","24","75.02260772",,,"39",,"74.125"
"Jake Neade","1483","Port Adelaide","FWD","22","58.3233591",,"48.875","68.8","60.3","58.2352941176471"
"Adam Oxley","1489","Collingwood","DEF","24","78.52281932",,"21.5",,"80.5294117647059","77.5833333333333"
"Lachie Plowman","1492","Carlton","DEF","22","61.77749106",,"48.3333333333333","55.4166666666667","74","61.6842105263158"
"Dane Rampe","1494","Sydney Swans","DEF","26","94.1900691",,"64.3","82.4545454545455","86.9090909090909","92.9545454545455"
"Callum Sinclair","1504","Sydney Swans","RUC,FWD","27","70.87891202",,"66.2","54.25","86.5294117647059","69.5625"
"James Stewart","1507","Essendon","FWD","22","49.76745374",,"3","39.6666666666667","49.6923076923077","11"
"Jake Stringer","1508","Western Bulldogs","FWD","22","74.79715001",,"46.8","69.6111111111111","76.9523809523809","74.6842105263158"
"Matt Taberner","1510","Fremantle","FWD","23","66.66968367",,"37","69","43.4285714285714","63.8235294117647"
"Jackson Thurlow","1513","Geelong Cats","DEF","22","74.53359416",,"68.5","57.25","74.4210526315789",
"Jimmy Toumpas","1514","Port Adelaide","MID","23","70.2489547",,"47.0714285714286","64.25","59.6666666666667","67.25"
"Dean Towers","1515","Sydney Swans","FWD","26","72.56727461",,,"40.5","47.6666666666667","71.6153846153846"
"Jack Viney","1517","Melbourne","MID","22","110.4524913",,"76.6153846153846","80","96.5625","110.285714285714"
"Nick Vlastuin","1518","Richmond","DEF","22","77.27457499",,"78.5882352941177","73.5789473684211","75.2727272727273","77.1578947368421"
"Lachie Whitfield","1520","GWS Giants","MID","22","86.76258556",,"76.5789473684211","79","81.7142857142857","86.6315789473684"
"Zac Williams","1523","GWS Giants","DEF","22","93.14063711",,"62.0909090909091","65","73.3333333333333","93"
"Ollie Wines","1524","Port Adelaide","MID","22","107.2528549",,"76.8181818181818","100.818181818182","101.846153846154","107.090909090909"
"Mason Wood","1525","North Melbourne","FWD","23","85.00384668",,,"73","53.8571428571429","81.375"
"Blake Acres","1528","St Kilda","MID,FWD","21","84.87072912",,,"47.6666666666667","49.8571428571429","76.9375"
"James Aish","1529","Collingwood","MID","21","81.55679488",,,"80.7619047619048","53.8181818181818","73.9333333333333"
"Aliir Aliir","1530","Sydney Swans","DEF","22","77.31674392",,,,,"77.2"
"Patrick Ambrose","1531","Essendon","DEF","25","65.35178854",,,"60.4375","63.9375","64.3333333333333"
"Karl Amon","1532","Port Adelaide","MID,FWD","21","67.43695303",,,,"55.7142857142857","61.1333333333333"
"Tom Barrass","1535","West Coast Eagles","DEF","21","83.34628874",,,,"72.6666666666667","75.5555555555556"
"Jack Billings","1539","St Kilda","MID,FWD","21","88.76812344",,,"71.125","89.5555555555556","80.4705882352941"
"Marcus Bontempelli","1540","Western Bulldogs","MID","21","121.4928154",,,"77.6875","105.8","110.136363636364"
"Tom Boyd","1542","Western Bulldogs","RUC,FWD","21","74.30967908",,,"45.7777777777778","56.5","67.3636363636364"
"Ben Brown","1543","North Melbourne","FWD","24","80.10122799",,,"67.5","66.2631578947368","79.1428571428571"
"Ciaran Byrne","1544","Carlton","DEF","22","70.56108872",,,,"30","70.4545454545455"
"Darcy Byrne-Jones","1545","Port Adelaide","DEF","21","72.91574583",,,,,"66.1"
"Charlie Cameron","1546","Adelaide Crows","FWD","22","70.16149546",,,"51.5714285714286","53.85","70.0555555555556"
"Patrick Cripps","1548","Carlton","MID","21","134.5797427",,,"36","102.1","122"
"Matt Crouch","1549","Adelaide Crows","MID","21","116.1026059",,,"72.875","76.3333333333333","105.25"
"Tom Cutler","1550","Brisbane Lions","DEF","21","88.02838907",,,"46.8571428571429","60.2727272727273","79.8"
"Trent Dumont","1551","North Melbourne","MID","21","91.55834954",,,,"53.375","83"
"Luke Dunstan","1552","St Kilda","MID","22","86.7169107",,,"80.375","75.4210526315789","78.6111111111111"
"Orazio Fantasia","1554","Essendon","FWD","21","85.17190791",,,"29.6666666666667","71","77.2105263157895"
"Darcy Gardiner","1559","Brisbane Lions","DEF","21","62.75485269",,,"57.1764705882353","46","56.8888888888889"
"Sam Gray","1563","Port Adelaide","MID","25","92.34009687",,,"56.1428571428571","86.9","91.2352941176471"
"James Harmes","1565","Melbourne","DEF","21","79.36605188",,,,"47.125","71.9473684210526"
"Billy Hartung","1566","Hawthorn","MID","22","78.51566473",,,"47.1428571428571","65.2222222222222","71.1764705882353"
"George Hewett","1570","Sydney Swans","FWD","21","69.33062974",,,,,"62.85"
"Jesse Hogan","1571","Melbourne","FWD","21","91.45329118",,,,"81.5","82.9047619047619"
"Jayden Hunt","1575","Melbourne","DEF","21","69.5541552",,,,,"63.0526315789474"
"Jarman Impey","1576","Port Adelaide","FWD","21","65.52489111",,,"49.5","53.2352941176471","59.4"
"Zak Jones","1579","Sydney Swans","DEF","21","69.9688592",,,"35.5","53","63.4285714285714"
"Jake Kelly","1581","Adelaide Crows","DEF","22","64.53208973",,,,"58.5",
"Joshua Kelly","1582","GWS Giants","MID","21","104.143862",,,"71.0555555555556","73.5555555555556","94.4090909090909"
"Jay Kennedy-Harris","1583","Melbourne","FWD","21","43.4350604",,,"49.3571428571429","39.375",
"Riley Knight","1585","Adelaide Crows","FWD","21","60.42605933",,,,"54.7777777777778","39"
"Jake Kolodjashnij","1586","Geelong Cats","DEF","21","66.06419063",,,,"74.4444444444444","59.8888888888889"
"Kade Kolodjashnij","1587","Gold Coast Suns","DEF","21","87.72648456",,,"79.8333333333333","96","79.5263157894737"
"Darcy Lang","1588","Geelong Cats","FWD","21","70.93862856",,,"61","56.9","64.3076923076923"
"Jack Leslie","1592","Gold Coast Suns","DEF","21","54.78792804",,,"37.5","49.6666666666667","85"
"Sam Lloyd","1593","Richmond","FWD","26","71.06859493",,,"65.5","53.1666666666667","70.1363636363636"
"Rory Lobb","1594","GWS Giants","FWD","23","84.65960544",,,"54.5","64","81.0454545454545"
"Jack Martin","1599","Gold Coast Suns","DEF,FWD","22","90.8229411",,,"54.6363636363636","74.6666666666667","82.3333333333333"
"Cam McCarthy","1600","Fremantle","FWD","21","56.81030122",,,"34","51.5",
"Luke McDonald","1601","North Melbourne","DEF","21","73.98734097",,,"75.05","58.4615384615385","67.0714285714286"
"Daniel McStay","1602","Brisbane Lions","DEF","21","72.07002614",,,"60.2222222222222","47.4","65.3333333333333"
"Zach Merrett","1603","Essendon","MID","21","139.3431836",,,"72.2105263157895","95.3529411764706","126.318181818182"
"Alex Pearce","1607","Fremantle","DEF","21","63.42897709",,,,"54","57.5"
"Christian Salem","1614","Melbourne","DEF","21","80.66511217",,,"33.75","70.8","73.125"
"Matt Scharenberg","1615","Collingwood","DEF","21","60.94697364",,,,"55.25",
"James Sicily","1618","Hawthorn","FWD","22","69.00896154",,,,"63.3333333333333","68.9047619047619"
"Lewis Taylor","1622","Brisbane Lions","FWD","21","66.4770515",,,"65.9545454545455","75.8181818181818","60.2631578947368"
"Harris Andrews","1634","Brisbane Lions","DEF","20","80.5109672",,,,"68.3684210526316","74.5294117647059"
"Logan Austin","1635","Port Adelaide","DEF","21","60.77147844",,,,,"55.0909090909091"
"Connor Blakely","1637","Fremantle","MID","20","90.45357389",,,,"40","83.7333333333333"
"Angus Brayshaw","1639","Melbourne","MID,FWD","21","79.75504423",,,,"68.4285714285714","72.3"
"Nakia Cockatoo","1646","Geelong Cats","FWD","20","71.94515949",,,,"36.0909090909091","66.6"
"Mason Cox","1648","Collingwood","FWD","25","66.58309874",,,,,"65.5454545454545"
"Caleb Daniel","1651","Western Bulldogs","MID,FWD","20","87.87895983",,,,"56.4444444444444","81.35"
"Jordan de Goey","1654","Collingwood","MID,FWD","20","85.44838012",,,,"66.25","79.1"
"Liam Duggan","1659","West Coast Eagles","MID","20","59.41417075",,,,"42.6666666666667","55"
"Corey Ellis","1661","Richmond","DEF","20","74.63598309",,,,"36.5","69.0909090909091"
"Hugh Goddard","1671","St Kilda","DEF","20","60.62946061",,,,"56.125","7"
"Cory Gregson","1675","Geelong Cats","FWD","20","63.25508684",,,,"55.6","58.5555555555556"
"Isaac Heeney","1680","Sydney Swans","FWD","20","87.338831",,,,"73.5833333333333","80.85"
"Daniel Howe","1683","Hawthorn","DEF,MID","21","80.74784561",,,,"66.5","73.2"
"Kane Lambert","1687","Richmond","FWD","25","65.28406649",,,,"67.4166666666667","64.2666666666667"
"Ed Langdon","1688","Fremantle","MID,FWD","21","68.97029612",,,,"59.5","63.8461538461538"
"Kyle Langford","1689","Essendon","MID,FWD","20","81.71831399",,,,"40","75.6470588235294"
"Jayden Laverde","1691","Essendon","FWD","20","69.1364896",,,,"64.3333333333333","64"
"Jake Lever","1692","Adelaide Crows","DEF","20","81.01932375",,,,"68.25","75"
"Brayden Maynard","1698","Collingwood","DEF","20","79.72301457",,,,"62.3333333333333","73.8"
"Oscar McDonald","1700","Melbourne","DEF","20","82.60370164",,,,"45","76.4666666666667"
"Mitchell McGovern","1701","Adelaide Crows","FWD","22","64.00140041",,,,,"63.9047619047619"
"Daniel McKenzie","1706","St Kilda","DEF","20","66.01574528",,,,"49","61.1111111111111"
"Toby McLean","1709","Western Bulldogs","FWD","21","89.93144936",,,,"73.75","83.25"
"Connor Menadue","1711","Richmond","MID","20","64.50681395",,,,"33","59.7142857142857"
"Touk Miller","1713","Gold Coast Suns","MID,FWD","20","89.36131338",,,,"73.7272727272727","82.7222222222222"
"Darcy Moore","1715","Collingwood","FWD","21","66.65825146",,,,"57.2222222222222","61.7058823529412"
"Christian Petracca","1723","Melbourne","FWD","21","84.48545081",,,,,"76.5882352941177"
"Adam Saad","1731","Gold Coast Suns","DEF","22","69.10434366",,,,"77.625","69"
"Jayden Short","1732","Richmond","DEF","21","70.35177946",,,,,"65.125"
"Jack Sinclair","1733","St Kilda","FWD","21","65.08364606",,,,"54.9444444444444","59"
"Jack Steele","1737","St Kilda","MID,FWD","21","83.06438217",,,,"73","75.3"
"Billy Stretch","1738","Melbourne","MID","20","82.0995814",,,,"49.1818181818182","76"
"Aaron Vandenberg","1739","Melbourne","FWD","24","63.18454266",,,,"74.2857142857143","62.4285714285714"
"Lachlan Weller","1747","Fremantle","FWD","20","72.7209809",,,,"41.3333333333333","67.3181818181818"
"Peter Wright","1751","Gold Coast Suns","FWD","20","88.64467187",,,,"44","82.0588235294118"
"Marcus Adams","1752","Western Bulldogs","DEF","23","90.40487311",,,,,"86.5454545454545"
"Callum Ah Chee","1753","Gold Coast Suns","FWD","19","74.73970996",,,,,"65.25"
"Samuel Collins","1765","Fremantle","DEF","22","80.70519362",,,,,"80.5833333333333"
"Josh Dunkley","1774","Western Bulldogs","MID,FWD","20","90.07686866",,,,,"83.3846153846154"
"Jade Gresham","1786","St Kilda","FWD","19","72.16247858",,,,,"63"
"Michael Hartley","1788","Essendon","DEF","23","73.61639628",,,,,"70.4736842105263"
"Jacob Hopper","1794","GWS Giants","MID,FWD","19","85.04863547",,,,,"74.25"
"Ben Keays","1801","Brisbane Lions","FWD","19","63.35693804",,,,,"55.3125"
"Oleg Markov","1813","Richmond","DEF","20","78.04861521",,,,,"72.25"
"Rhys Mathieson","1814","Brisbane Lions","MID","20","95.35728892",,,,,"88.2727272727273"
"Anthony McDonald-Tipungwuti","1815","Essendon","DEF","23","76.90202441",,,,,"73.6190476190476"
"Wayne Milera","1818","Adelaide Crows","FWD","19","65.28986158",,,,,"57"
"Callum Mills","1819","Sydney Swans","DEF","19","96.1593663",,,,,"83.95"
"Clayton Oliver","1829","Melbourne","MID","19","91.63489344",,,,,"80"
"Tom Papley","1830","Sydney Swans","FWD","20","69.40655401",,,,,"64.25"
"Darcy Parish","1831","Essendon","MID","19","93.63940673",,,,,"81.75"
"Tom Ruggles","1838","Geelong Cats","DEF","24","73.58630543",,,,,"72.7058823529412"
"Josh Smith","1845","Collingwood","DEF","23","87.2816422",,,,,"83.5555555555556"
"Darcy Tucker","1850","Fremantle","MID","20","81.1350619",,,,,"70.8333333333333"
"Josh Wagner","1853","Melbourne","DEF","22","76.11492925",,,,,"76"
"Jacob Weitering","1856","Carlton","DEF","19","79.89417272",,,,,"69.75"
"Nat Fyfe","1000","FRE","MID","25","126","89.1111111111111","107.947368421053","123.833333333333","126.444444444444","114.2"
