#TYPE System.Management.Automation.PSCustomObject
"Name","ID","Club","Position","age","Projected_2017","2012_SecondHalf","2013_SecondHalf","2014_SecondHalf","2015_SecondHalf","2016_SecondHalf"
"Dawson Simpson","804","GWS Giants","RUC","27","50.69147706","35.5","84","56.6923076923077","49.75",
"Jake Spencer","808","Melbourne","RUC","27","81.95061475","70.375","80","73.6","80.4285714285714",
"Jack Steven","809","St Kilda","MID","26","115.1467837","94.0952380952381","108.681818181818","93","112.636363636364","113.636363636364"
"Robbie Tarrant","813","North Melbourne","DEF","27","94.29679972","64.3333333333333","53.1538461538462","10","71.5","92.5454545454545"
"Harry Taylor","814","Geelong Cats","DEF","30","84.40909091","96.0952380952381","102.809523809524","89.8571428571429","90.5714285714286","84.4090909090909"
"Scott Thompson","816","North Melbourne","DEF","30","75.05263158","95.35","102.894736842105","87.8095238095238","76.5714285714286","75.0526315789474"
"Taylor Walker","820","Adelaide Crows","FWD","26","81.30459569","97.625","65.2","76.2","80.3809523809524","80.2380952380952"
"Callan Ward","822","GWS Giants","MID","26","116.8509561","112.6","110.238095238095","119.65","115.772727272727","115.318181818182"
"Easton Wood","830","Western Bulldogs","DEF","27","86.41750549","65.2142857142857","42.2","71.8888888888889","91.1428571428571","84.8125"
"Hayden Ballantyne","836","Fremantle","FWD","29","65.15","80.0526315789474","72.9444444444444","75.2631578947368","55.5384615384615","65.15"
"Jarryd Blair","843","Collingwood","FWD","26","75.17659352","95.5","81.6666666666667","77.3333333333333","77.7","74.1904761904762"
"Luke Breust","847","Hawthorn","FWD","26","86.08373553","86.4761904761905","83.0454545454545","88.6363636363636","85.6666666666667","84.9545454545455"
"Matthew Broadbent","848","Port Adelaide","DEF,MID","26","91.24450472","87.9090909090909","79.3636363636364","84.0909090909091","82.1904761904762","90.0476190476191"
"Zac Clarke","855","Fremantle","RUC","26","64.61683206","79.1428571428571","103.142857142857","81.7368421052632","66.9230769230769","63.7692307692308"
"Phil Davis","861","GWS Giants","DEF","26","73.70363818","79.6818181818182","67.2307692307692","72.2727272727273","71.4166666666667","72.7368421052632"
"Jeff Garlett","869","Melbourne","FWD","27","60.95563957","68","78.3","50.6666666666667","66.7272727272727","59.8235294117647"
"Dan Hannebery","875","Sydney Swans","MID","25","118.4366493","84.7272727272727","96.2380952380952","107.5","117.227272727273","116.590909090909"
"Hamish Hartlett","876","Port Adelaide","DEF,MID","26","88.2914832","94.3333333333333","88.2","98.9473684210526","106.5","87.1333333333333"
"Ricky Henderson","879","Hawthorn","DEF,MID","28","85.44444444","61.5","88.6428571428571","65","81.8","85.4444444444444"
"Stephen Hill","881","Fremantle","MID","26","96.06970327","75.3","82.25","90.2777777777778","95.3333333333333","94.8095238095238"
"Taylor Hunt","883","Richmond","DEF","26","78.44069843","67.6","61.3571428571429","67.8571428571429","70.2272727272727","77.4117647058823"
"Michael Hurley","884","Essendon","DEF","26","103.3557531","70.5625","67","90.55","102",
"Neville Jetta","885","Melbourne","DEF","26","79.37451626","52.5","55","71.5625","57.0625","78.3333333333333"
"Liam Jones","888","Carlton","FWD","25","62.09266437","48.5","55.8421052631579","57.2","49.3333333333333","61.125"
"Tom Lynch","897","Adelaide Crows","FWD","26","95.10466356","56.5","90.2941176470588","65.25","87.3333333333333","93.8571428571429"
"Steven Motlop","906","Geelong Cats","FWD","25","81.1279504","61.8571428571429","75.4285714285714","76.4","85.3","79.8636363636364"
"Nic Naitanui","909","West Coast Eagles","RUC","26","103.9637281","107.7","95.5454545454545","90.7","107.35","102.6"
"Liam Picken","915","Western Bulldogs","MID","30","89.86363636","79.4090909090909","70.1","81.9545454545455","111.5","89.8636363636364"
"Jack Redden","919","West Coast Eagles","MID","26","70.32244377","117.363636363636","107.863636363636","115.785714285714","104.882352941176","69.4"
"Daniel Rich","922","Brisbane Lions","DEF,MID","26","94.09137187","95.55","82.0625","77.6666666666667","82.7619047619048","92.8571428571429"
"Mitch Robinson","923","Brisbane Lions","MID","27","96.45815401","100.111111111111","87.0526315789474","92","99.1428571428571","94.6666666666667"
"Tom Rockliff","924","Brisbane Lions","MID","26","124.3368518","99.9545454545455","110.095238095238","144.333333333333","109.8125","122.705882352941"
"Jordan Roughead","925","Western Bulldogs","RUC","26","82.60739929","72.3888888888889","75.5454545454545","66.2666666666667","73.6875","81.5238095238095"
"Shane Savage","928","St Kilda","DEF","26","87.33609388","59.5555555555556","74.4666666666667","74.9285714285714","76.4","86.1904761904762"
"Liam Shiels","931","Hawthorn","MID","25","82.15532485","81.3684210526316","65.4285714285714","95.1111111111111","104.111111111111","80.875"
"Luke Shuey","932","West Coast Eagles","MID","26","119.3841854","116.684210526316","99.2142857142857","108.25","108","117.818181818182"
"Steele Sidebottom","934","Collingwood","MID","26","114.0966451","112.714285714286","103.727272727273","115.789473684211","108.5","112.6"
"Rory Sloane","939","Adelaide Crows","MID","26","120.388704","105.428571428571","110.666666666667","125.318181818182","109.4375","118.809523809524"
"Rhys Stanley","944","Geelong Cats","RUC,FWD","26","68.9038354","66.5833333333333","55.0555555555556","75.1578947368421","69.125","68"
"Nick Suban","949","Fremantle","MID","26","66.47193532","57.4166666666667","77.4736842105263","68.1","64.2272727272727","65.6"
"Jackson Trengove","953","Port Adelaide","DEF,RUC","26","85.55077042","74.9","60.3333333333333","68.1764705882353","61.5333333333333","84.4285714285714"
"Ty Vickery","957","Hawthorn","FWD","26","59.66499933","53.5555555555556","77.7","73","74.2142857142857","58.8823529411765"
"Michael Walters","958","Fremantle","FWD","26","89.03149319","72.25","90.3888888888889","78.1666666666667","78.6","87.8636363636364"
"Jack Watts","959","Melbourne","FWD","25","88.93137876","86.3333333333333","76","76.2727272727273","74.1","87.5454545454545"
"Sam Wright","962","North Melbourne","DEF","26","70.04378856","79.3","53.25","69.6666666666667","81.9523809523809","69.125"
"David Zaharakis","965","Essendon","MID","26","98.96482241","91.6923076923077","84.5238095238095","97.3636363636364","77.75","97.6666666666667"
"Jack Ziebell","966","North Melbourne","MID","25","107.3086834","88.875","106.333333333333","91.9411764705882","99.2380952380952","105.636363636364"
"David Astbury","968","Richmond","DEF","25","79.28827577","43","56.6","75.25","59.5","78.0526315789474"
"Michael Barlow","969","Gold Coast Suns","MID","29","107.4615385","100.181818181818","114.666666666667","118.117647058824","95.7727272727273","107.461538461538"
"Ryan Bastinac","972","Brisbane Lions","MID","25","86.7150204","76.5909090909091","93.7727272727273","79.9090909090909","72.0588235294118","85.3636363636364"
"Aaron Black","974","Geelong Cats","FWD","26","38.84284838","43","76.5","59.9090909090909","38.3333333333333",
"Jake Carlisle","979","St Kilda","DEF,FWD","25","77.26290392","70.8333333333333","85.4761904761905","79","76.0588235294118",
"Levi Casboult","981","Carlton","FWD","26","56.59234128","67.1666666666667","60","71.4736842105263","66.5625","55.85"
"Allen Christensen","982","Brisbane Lions","MID,FWD","25","78.49602486","81.5625","100.666666666667","93.875","91.1818181818182","77.2727272727273"
"Travis Colyer","983","Essendon","FWD","25","72.49338766","52.6666666666667","54.4285714285714","74.1818181818182","71.3636363636364",
"Stewart Crameri","987","Western Bulldogs","FWD","28","74.17647059","70.2777777777778","72.9375","68.4090909090909","74.1764705882353",
"Ben Cunnington","989","North Melbourne","MID","25","90.65081549","84.3684210526316","102.35","100.545454545455","101.333333333333","89.2380952380952"
"Majak Daw","992","North Melbourne","RUC,FWD","25","73.64774098",,"51.6666666666667","55","78.5","72.5"
"Matt Dea","993","Essendon","DEF","25","89.00613688","53.0714285714286","56.6666666666667","61.7142857142857",,"87.6190476190476"
"Mitch Duncan","996","Geelong Cats","MID","25","100.7057825","84.7619047619048","87.5454545454545","103.272727272727","91.9090909090909","99.1363636363636"
"Taylor Duryea","997","Hawthorn","DEF","25","79.86365869",,"66.7777777777778","70.35","86.8888888888889","78.6190476190476"
"Max Gawn","1001","Melbourne","RUC","25","124.3931124",,"74.1538461538462","65.5555555555556","105","122.454545454545"
"Ben Griffiths","1004","Richmond","FWD","25","78.0626984","44.5555555555556","51","66.3333333333333","66.0833333333333","76.8461538461538"
"Dylan Grimes","1005","Richmond","DEF","25","68.25113927","86.2222222222222","52.75","49.5555555555556","55.1176470588235","67.1875"
"Jack Gunston","1007","Hawthorn","FWD","25","99.68995158","68.625","85.25","94.2","100.636363636364","98.1363636363636"
"Ryan Harwood","1011","Brisbane Lions","DEF","25","63.5285023","68.875","74.2307692307692","87.0714285714286","53.6666666666667","62.5384615384615"
"Ben Howlett","1017","Essendon","MID,FWD","28","84.25","92.8421052631579","80.8421052631579","80.35","84.25",
"Lewis Jetta","1021","West Coast Eagles","MID,FWD","27","56.29555995","82.0454545454545","64.8","76.8636363636364","81.2272727272727","55.25"
"Jamie Macmillan","1031","North Melbourne","DEF","25","85.79153776","65.4090909090909","78.4545454545455","64.5","88.9285714285714","84.4545454545455"
"Dustin Martin","1034","Richmond","MID","25","111.4643553","90.65","97","96.9047619047619","104.636363636364","109.727272727273"
"Jasper Pittard","1038","Port Adelaide","DEF","25","98.16620522","11","64.8666666666667","73.5454545454545","82.9","96.6363636363636"
"Jake Melksham","1041","Melbourne","MID","25","68.11710603","66","81.5238095238095","66.25","67.0555555555556",
"Daniel Menzel","1042","Geelong Cats","FWD","25","79.95186809",,,,"66","78.7058823529412"
"Sam Reid","1053","Sydney Swans","FWD","25","78.26735297","61.7894736842105","54.9","66.2941176470588","77.0476190476191",
"Dylan Roberton","1056","St Kilda","DEF","25","82.56447897","56.2","78.8","52.7142857142857","92.95","81.2777777777778"
"Gary Rohan","1058","Sydney Swans","FWD","25","64.14246603","50.25","38.3333333333333","57.4615384615385","57.375","63.1428571428571"
"Tom Scully","1061","GWS Giants","MID","25","102.7374443","76.6842105263158","79.2857142857143","86.5333333333333","87.5294117647059","101.136363636364"
"Sam Shaw","1062","Adelaide Crows","DEF","25","43.17281368","81.3333333333333","60.5","55.3333333333333","42.5",
"Brad Sheppard","1063","West Coast Eagles","DEF","25","74.34035296","58.6666666666667","55","72.2142857142857","81.6818181818182","73.1818181818182"
"Ben Sinclair","1066","Collingwood","DEF","25","65.79458663","52.3888888888889","57.0666666666667","63.4","58.6666666666667","64.7692307692308"
"Koby Stevens","1067","St Kilda","MID,FWD","25","92.94852827","41.25","72","70.6","90.5833333333333","91.5"
"Ben Stratton","1068","Hawthorn","DEF","27","68.37517403","68.5454545454545","75.8181818181818","68.5","62.2857142857143","67.1052631578947"
"Daniel Talia","1072","Adelaide Crows","DEF","25","92.53296107","53.7272727272727","63.7272727272727","65.0454545454545","58.25","91.0909090909091"
"Zach Tuohy","1079","Geelong Cats","DEF","27","86.28435063","53.1052631578947","64.8181818181818","63.6818181818182","79.4545454545455","84.6818181818182"
"Nathan Vardy","1081","West Coast Eagles","RUC","25","92.10200251","67","75.7142857142857",,"90.6666666666667","56"
"Simon White","1088","Carlton","DEF","28","71.52941176","60.2","58","59.8947368421053","54.7142857142857","71.5294117647059"
"Matthew Wright","1091","Carlton","FWD","27","92.21263666","95.5263157894737","79.6470588235294","92.7","57.625","90.5"
"Shaun Atley","1096","North Melbourne","DEF","24","67.16725878","70.1818181818182","75.5909090909091","74.1363636363636","66.85","66.3636363636364"
"Harley Bennell","1099","Fremantle","MID,FWD","24","98.64692748","94.6818181818182","90.4","90.2","97.4666666666667",
"Rohan Bewick","1100","Brisbane Lions","MID","27","73.36253966","61.3125","64.9473684210526","69.5625","65.4666666666667","72"
"Josh Caddy","1106","Richmond","MID,FWD","24","93.05080603","67.9545454545455","64.5625","76.1428571428571","98.7368421052632","91.9375"
"Jonathon Ceglar","1109","Hawthorn","RUC","25","85.43672601",,"45","81.6153846153846","84.1428571428571","84.1052631578947"
"Jamie Cripps","1116","West Coast Eagles","FWD","24","72.6878554","49.9166666666667","56.4666666666667","62.7894736842105","82.7272727272727","71.8181818181818"
"Luke Dahlhaus","1120","Western Bulldogs","MID,FWD","24","98.05553807","81.9411764705882","79.9090909090909","95.6190476190476","103.727272727273","96.8823529411765"
"Jack Darling","1121","West Coast Eagles","FWD","24","79.49659123","77.1818181818182","79","85.4545454545455","82.0833333333333","78.5454545454545"
"Sam Day","1124","Gold Coast Suns","DEF,FWD","24","72.51763701","46.5333333333333","62.15","65.7272727272727","55.1428571428571","71.65"
"Charlie Dixon","1128","Port Adelaide","FWD","26","68.39718955","75.8333333333333","91.4615384615385","67.2142857142857","72.75","67.5"
"Alex Fasolo","1132","Collingwood","FWD","24","79.19755891","79.3809523809524","44","70.75","78.7647058823529","78.25"
"Andrew Gaff","1136","West Coast Eagles","MID","24","94.41534636","88.2272727272727","71.5909090909091","98.0454545454545","103.272727272727","93.2857142857143"
"Josh Green","1140","Essendon","FWD","24","56.21807551","56.25","55.5882352941176","62.75","64.375","55.5454545454545"
"Cameron Guthrie","1141","Geelong Cats","MID","24","88.5836685","50.8333333333333","66.8823529411765","82.2272727272727","94.5238095238095","87.5238095238095"
"Dyson Heppell","1149","Essendon","MID","24","116.0705438","91.55","98.5789473684211","116.095238095238","114.681818181818",
"Michael Hibberd","1150","Melbourne","DEF","27","91.3635332","77.6923076923077","103.136363636364","102.444444444444","89.6666666666667",
